class,cap-shape,cap-surface,cap-color,stem-root,stem-surface,stem-color,habitat,season,cap-diameter,stem-height,stem-width
e,s,,n,,,y,d,a,3.04,6.5,6.67
p,f,k,n,,k,k,d,a,19.33,6.15,39.55
e,x,,w,,,w,d,u,4.67,5.86,7.13
e,x,g,y,,t,y,g,a,1.54,6.49,2.22
p,x,g,n,,y,w,d,u,7.68,8.57,14.79
e,b,g,w,,,y,g,a,4.2,5.28,3.54
p,f,d,b,b,s,n,l,u,4.04,5.3,3.08
p,x,g,w,,,e,l,u,0.85,3.13,1.4
p,o,,e,,g,n,d,s,7.12,3.29,23.76
e,f,,b,,,w,d,w,15.19,2.59,16.51
e,x,d,n,,,n,d,a,3.47,4.1,10.14
e,f,w,n,,,w,d,u,1.51,4.41,2.39
e,f,t,o,,i,n,d,a,6.48,8.95,12.56
p,x,g,n,,y,w,d,u,7.51,8.49,17.11
p,s,d,n,,k,n,d,a,14.47,4.72,26.95
p,x,e,e,,,n,d,a,6.68,7.89,9.29
e,x,,w,b,,y,d,u,6.04,5.81,12.29
p,x,s,n,r,i,n,d,u,6.23,5.71,14.15
p,b,t,n,,i,g,m,u,4.1,5.88,4.78
e,x,d,n,,,y,d,a,3.05,3.82,8.58
p,f,y,u,,y,u,d,a,8.86,5.97,16.58
p,x,,g,,,w,d,u,10.5,10.57,12.26
e,b,y,n,,,w,d,s,2.87,7.3,3.33
p,f,w,r,,t,y,m,u,3.29,4.5,5.82
e,s,,y,,,y,d,a,4.12,7.57,8.91
e,f,h,n,,s,n,d,a,3.98,6.35,5.55
e,f,s,b,,s,n,l,w,5.44,6.7,9.89
e,s,,n,,s,w,h,a,6.86,5.56,8.64
e,f,,g,,,w,d,a,13.26,2.7,15.41
p,f,,r,,,w,d,u,8.07,6.68,12.28
p,x,t,n,,,w,d,u,9.19,9.85,27.6
p,o,s,o,f,f,f,d,s,4.45,0.0,0.0
p,s,h,r,,t,r,d,u,6.92,4.6,12.94
e,f,,n,,s,w,d,a,8.4,7.49,17.89
e,x,,w,b,,w,d,a,5.81,5.86,11.48
p,b,t,n,,i,g,d,u,4.13,5.39,4.62
e,x,w,g,,,w,d,s,1.59,5.7,2.64
e,x,,y,,,w,d,u,3.42,3.59,8.04
e,s,l,w,,,w,d,a,7.5,3.53,9.62
p,x,h,r,,,w,d,u,10.97,11.49,19.32
e,x,,w,b,,y,d,u,7.1,5.67,12.64
p,f,h,y,,,y,g,u,1.98,7.01,2.89
e,s,,n,,s,w,l,u,6.06,4.9,8.04
e,x,d,n,,,y,d,u,7.21,5.9,12.08
e,x,d,o,,,w,g,a,6.1,6.67,13.4
p,x,s,y,,i,n,d,u,6.64,5.93,15.05
p,x,y,y,,y,y,g,u,3.51,5.21,3.37
e,x,,r,,,r,l,a,4.01,5.54,8.17
e,f,,n,b,,w,d,u,11.55,10.06,15.33
p,f,,r,,,w,d,u,8.09,6.64,11.44
e,s,t,o,,,w,d,u,9.48,5.86,17.86
p,s,,r,,,w,d,u,8.47,5.34,13.84
p,f,w,p,,,p,d,a,7.51,4.53,9.8
e,b,h,k,,s,g,d,u,5.37,5.63,10.33
p,f,,b,,,w,d,a,3.5,3.98,5.95
e,f,,n,b,,w,d,a,9.97,12.19,20.77
p,f,t,p,,t,y,g,a,3.02,5.06,6.08
e,f,e,g,s,,w,d,a,15.44,9.0,26.99
e,x,y,n,,,w,g,u,14.67,9.84,17.44
e,x,d,y,,,y,d,u,8.42,10.41,18.99
e,f,,n,,,w,d,a,4.79,7.55,4.56
e,b,g,g,,s,n,d,a,3.63,5.77,3.32
e,b,g,n,,,y,g,a,4.31,4.93,3.48
e,o,y,y,,k,k,d,s,42.17,5.18,32.99
p,x,g,p,,h,k,d,w,0.79,4.23,0.99
e,x,i,n,,,w,w,a,8.52,4.37,12.85
p,f,d,e,,,e,d,a,7.25,5.58,8.74
p,o,,w,,g,w,d,a,3.78,6.25,36.95
e,p,s,n,s,,w,m,u,11.54,9.48,17.82
e,o,l,n,,,n,d,w,5.04,5.91,48.83
p,b,w,u,,s,u,l,u,3.19,4.07,4.06
p,b,y,n,,k,w,m,a,2.38,3.46,3.08
p,f,k,y,,k,n,d,u,3.88,3.33,5.19
p,b,d,n,,i,y,d,a,6.88,6.08,7.16
p,b,t,n,,,n,m,u,0.82,3.04,2.18
e,x,s,n,,i,n,d,w,8.56,8.04,11.64
p,f,d,n,b,i,n,d,a,3.4,4.07,2.81
p,f,s,w,,,w,g,a,2.73,2.69,6.76
p,x,t,n,,,w,d,a,11.67,9.94,31.0
e,b,g,g,,s,g,d,s,4.74,5.05,3.48
p,x,t,n,,,n,h,u,10.71,6.01,13.76
e,x,,n,b,,w,d,u,10.57,11.09,17.62
p,s,d,y,,,y,h,u,3.92,2.12,5.48
e,x,e,n,,,w,g,a,16.2,9.94,17.84
p,s,t,p,,,p,d,a,9.12,8.06,13.8
e,x,d,n,,,n,d,a,2.81,4.15,9.41
e,x,s,u,,,p,d,a,12.81,7.66,19.99
e,x,d,o,s,y,w,d,a,17.5,16.63,34.57
p,x,e,e,,,y,d,a,6.58,7.69,10.02
p,s,t,p,,,p,d,u,9.2,8.57,14.72
p,x,,n,r,i,w,h,u,10.23,10.06,11.68
e,x,t,w,,,w,d,u,20.05,7.77,25.4
p,o,,w,,g,w,p,a,3.96,5.65,33.94
p,x,g,e,,,n,d,u,2.49,6.23,2.45
p,x,y,n,,y,y,h,u,3.71,5.85,3.78
e,x,y,n,b,,n,d,w,8.14,6.96,24.52
e,x,s,n,,i,w,d,s,8.84,5.85,10.18
p,o,,w,,g,w,d,u,4.39,5.79,26.0
p,b,t,n,,,w,g,a,4.46,11.47,6.43
p,x,t,n,,,n,d,u,9.4,5.66,16.78
e,x,,g,,y,w,d,u,6.68,10.28,24.74
e,x,,y,,,w,d,u,3.61,2.64,7.85
p,x,t,n,,,w,d,a,10.14,10.08,31.13
p,x,y,y,,y,y,h,u,3.51,5.18,3.43
p,f,,w,,i,w,d,u,2.5,3.28,3.49
e,b,y,n,,,w,d,w,3.66,7.34,3.65
p,x,,n,,s,n,g,a,1.3,4.49,2.22
e,x,h,n,,s,w,d,a,4.43,12.54,12.28
p,x,k,n,,,n,d,w,1.72,4.09,1.75
p,s,t,p,,,p,d,a,10.75,8.81,17.89
e,x,s,n,,i,n,d,u,8.37,6.04,9.91
p,b,g,o,,,n,d,u,2.09,6.0,2.88
p,b,s,n,,s,w,d,w,5.83,9.77,11.54
e,x,t,n,,t,o,d,w,4.36,6.3,8.0
p,x,g,e,,,n,d,a,2.23,5.81,2.31
p,f,w,u,,s,u,l,u,3.79,6.17,5.59
p,x,g,n,,y,w,d,u,7.02,8.27,15.39
e,x,s,u,,,n,d,a,10.44,6.74,21.61
p,b,t,w,,y,w,d,u,7.46,13.66,13.98
p,s,t,p,,,p,d,a,7.1,8.09,15.12
p,f,,w,,,n,d,u,3.86,8.13,3.74
e,f,g,o,,t,n,d,a,6.93,8.74,11.93
p,f,d,n,,,n,d,a,5.37,5.02,8.19
p,x,g,e,,,n,d,u,2.59,7.65,2.82
e,x,,y,,,w,d,a,4.67,3.96,8.66
e,x,y,g,,,w,d,u,3.34,3.49,6.42
e,s,,n,,,o,d,a,3.02,6.96,7.78
e,x,,y,,,w,d,a,4.59,6.47,3.6
e,s,,y,,,o,d,a,4.22,6.8,7.83
p,f,k,w,,,w,d,w,20.88,8.18,35.9
p,x,e,e,,,n,d,a,6.28,8.17,9.36
p,f,h,e,s,y,w,d,a,12.96,16.0,16.6
e,x,h,n,,s,w,d,a,3.68,5.73,6.68
p,x,,y,,i,y,d,a,6.72,6.74,15.43
p,x,,g,b,,n,l,a,6.4,6.11,10.48
p,x,h,n,,y,o,d,w,3.84,4.46,6.23
e,o,l,n,,,n,d,u,3.92,7.28,61.36
e,s,,n,,,n,d,a,9.15,4.31,23.39
e,f,d,u,,,g,d,a,2.92,4.12,5.88
e,x,,y,,,w,d,u,2.83,3.24,7.57
p,o,,g,,g,n,d,u,3.25,3.75,15.89
p,o,,e,,g,n,d,s,12.67,3.71,23.43
e,f,,n,b,,u,d,w,8.31,6.93,19.35
p,f,i,k,,,w,g,u,2.46,4.55,2.68
e,p,y,w,,,w,g,u,5.53,5.22,11.51
p,f,,n,,,n,d,a,4.31,8.31,4.05
p,x,t,n,,,w,d,u,3.06,5.39,7.66
e,f,,g,,,w,d,w,12.36,2.45,13.84
e,f,s,n,,,w,d,a,18.36,7.79,23.32
e,f,y,w,s,,n,m,u,15.75,21.65,17.66
p,b,h,n,,t,n,d,s,1.46,5.08,1.75
e,x,,n,,y,w,d,a,7.2,11.43,24.0
p,x,d,e,,,n,d,a,6.63,7.07,7.54
e,x,y,n,,y,n,d,u,7.74,5.24,10.35
p,o,s,n,f,f,f,d,u,4.72,0.0,0.0
p,x,k,w,,,n,g,a,2.62,3.58,2.54
e,c,,n,,,n,l,s,6.39,4.74,18.83
p,x,s,y,,,y,d,u,3.24,7.35,6.56
e,s,t,p,,,w,d,u,10.9,7.76,19.5
p,x,i,y,,i,n,g,u,8.07,7.75,8.28
e,x,y,n,,y,n,d,a,7.35,5.27,9.88
e,f,g,g,,s,n,d,a,4.01,4.99,3.55
p,s,k,y,,k,n,d,u,4.88,2.91,4.22
p,f,,o,,,y,g,a,0.71,4.85,1.03
p,b,,k,,,g,g,u,3.1,9.28,2.38
p,f,y,e,,y,u,d,a,7.6,7.65,15.83
p,s,h,n,,t,n,d,a,9.25,4.77,13.88
p,f,y,y,,y,y,d,a,7.34,5.22,12.47
p,f,s,o,,,y,h,a,2.05,3.28,5.43
e,x,y,g,,,w,d,a,5.03,5.29,9.16
p,x,g,e,,h,k,d,w,0.73,4.24,1.08
p,b,h,n,,,w,g,a,4.06,12.34,6.58
p,x,k,n,c,,y,d,u,14.7,9.26,28.54
p,s,,o,,,w,d,u,9.77,5.49,12.98
e,f,d,w,,,w,m,u,9.29,7.04,29.16
p,s,d,o,,,o,h,a,5.65,3.06,5.85
p,b,t,w,,y,w,d,u,7.45,12.55,13.21
p,x,,n,,s,n,g,u,1.48,4.84,2.45
e,f,s,u,,,w,d,u,8.85,3.75,13.34
p,f,,y,,i,y,d,a,4.43,4.78,11.85
p,s,d,e,,,e,d,a,8.07,7.31,9.58
e,b,y,n,,,w,d,s,3.07,6.42,3.13
e,x,e,l,,,w,d,a,8.99,7.35,21.17
p,x,h,r,,,w,d,a,8.98,11.11,15.13
e,f,e,b,,,w,d,a,11.67,5.03,19.95
p,x,t,o,,y,n,d,a,3.26,4.36,5.34
p,f,y,y,,y,u,d,a,8.44,6.9,17.5
p,x,s,k,,,n,d,w,22.97,6.89,49.3
e,f,h,n,,s,w,d,u,2.54,6.53,6.85
p,x,,p,,,y,d,a,4.76,3.48,13.58
p,b,y,p,,k,w,d,a,4.34,4.68,3.68
p,x,s,n,,y,n,d,a,6.93,5.41,6.03
p,b,s,g,,s,w,d,u,5.79,9.5,12.54
p,x,,e,,,y,d,a,2.84,2.97,10.56
e,s,,y,,,y,d,a,3.06,6.78,6.83
p,f,w,p,,,p,d,a,6.98,4.78,9.83
p,x,i,e,,,e,d,a,2.97,4.04,4.41
p,x,g,o,,,n,d,a,17.6,4.62,34.65
e,b,g,w,,,y,g,u,2.94,4.5,2.67
p,b,t,n,,i,g,d,u,3.81,6.98,4.47
p,x,,e,,,w,d,a,4.62,4.81,5.95
p,x,y,y,,y,n,g,u,3.72,5.31,3.34
p,x,,u,s,,n,d,a,8.65,8.77,17.98
p,x,g,y,,s,n,h,a,1.65,2.14,2.35
p,x,,n,,,w,d,u,12.66,10.98,15.35
p,x,h,y,,g,o,g,u,4.0,6.25,6.89
e,x,h,g,,t,g,d,u,6.37,6.09,4.76
e,f,s,y,,i,n,d,u,10.92,8.89,14.33
p,f,k,n,,k,n,d,a,19.01,5.38,34.43
e,x,,g,,y,w,d,u,7.9,11.19,26.12
p,s,,n,,,n,d,u,6.32,6.22,6.06
p,x,w,p,,,p,d,w,7.03,4.28,9.77
p,b,t,n,,i,g,m,a,4.09,6.45,4.39
e,x,,b,,,w,d,a,2.43,5.68,4.48
p,b,y,g,,s,w,g,s,6.05,9.34,11.7
p,s,t,y,,,y,d,a,5.39,4.78,13.92
e,x,,u,,,w,d,a,2.77,5.62,4.19
e,x,,w,b,,w,d,u,5.38,6.03,12.14
p,s,h,r,,t,g,d,u,8.5,4.52,12.07
e,f,,b,,,w,d,w,7.66,2.26,13.11
p,f,t,e,b,,w,d,u,8.23,5.62,18.07
p,b,y,n,,k,w,m,a,3.95,4.26,3.59
e,f,,n,b,,w,d,u,9.4,10.23,16.39
e,f,i,n,,,w,w,u,5.37,4.73,12.53
p,s,t,p,,,p,d,u,9.21,6.92,12.1
e,s,e,g,s,,w,d,a,13.96,8.55,23.66
p,s,s,y,,,y,d,u,1.36,4.02,5.87
p,f,t,r,,,n,h,a,11.27,5.54,13.09
e,f,y,g,,,w,d,u,5.41,4.39,7.01
e,x,,u,,,w,d,u,2.44,5.94,4.06
e,f,g,n,,s,g,d,u,3.92,4.3,3.16
p,o,l,g,f,f,f,d,u,2.8,0.0,0.0
p,c,e,w,,,w,g,u,6.23,6.46,12.57
e,f,h,n,,s,w,d,a,3.42,5.93,6.38
e,c,g,n,,,g,d,a,1.57,5.31,1.75
e,x,t,n,,,n,d,a,14.87,17.54,79.94
p,b,h,l,,y,n,d,u,3.09,5.77,7.62
p,f,t,n,,,y,d,a,6.05,4.81,13.77
p,c,h,n,,,y,g,a,1.97,7.21,3.2
p,o,,e,,g,n,d,s,9.74,3.05,23.63
e,x,s,y,,t,y,h,a,1.45,6.09,1.74
e,f,,w,,,w,d,u,4.55,6.36,3.63
p,x,w,p,,,p,d,a,7.78,4.15,9.94
p,b,y,n,s,s,w,d,a,3.49,6.49,4.62
e,s,d,p,,,n,d,u,3.72,5.59,6.87
p,f,d,n,,k,k,d,a,17.42,5.92,31.93
p,f,k,n,,k,n,d,u,18.46,5.52,31.49
p,x,h,e,s,y,w,d,a,12.29,16.45,15.65
e,s,,n,,s,w,h,u,7.05,4.9,9.11
e,s,,n,,,y,d,a,3.6,6.11,7.52
p,f,d,n,,i,n,d,a,7.24,5.72,6.53
p,b,t,w,,y,w,d,a,7.44,15.13,13.63
e,x,y,n,,y,n,d,u,5.72,5.29,10.02
p,x,,y,,i,y,d,a,4.31,5.42,13.19
e,f,s,n,,s,n,l,a,6.75,7.15,10.48
p,x,y,y,,y,n,h,u,3.55,4.91,3.62
p,x,g,w,,,n,l,u,0.96,2.77,1.56
e,s,,g,b,,u,g,w,9.59,7.41,22.27
e,s,t,o,,,w,d,a,11.95,6.79,19.28
p,b,t,y,,,n,g,u,0.86,4.12,2.57
p,x,e,n,s,,n,d,a,8.31,9.34,15.49
p,x,e,y,,,e,d,a,10.68,8.01,27.98
p,f,,u,,i,w,d,u,2.46,4.29,3.74
p,f,,o,,,o,g,a,0.67,4.62,1.07
p,f,y,e,,y,y,d,a,8.82,8.65,19.59
e,x,,y,,,w,d,u,4.07,4.14,9.35
p,b,h,n,,,w,g,a,3.65,8.49,5.66
p,x,,u,s,,u,d,a,7.64,8.81,20.21
e,f,y,e,b,,n,d,a,9.2,6.09,24.91
p,f,,r,,,w,d,u,9.04,6.8,13.25
e,x,h,n,,s,w,d,a,3.88,6.32,6.55
e,x,t,y,,t,y,d,u,1.41,5.83,1.69
p,x,,g,,,w,d,a,13.17,11.22,15.94
p,x,g,y,,s,n,h,a,1.44,2.15,2.49
p,s,,e,,,e,d,u,4.5,4.62,4.83
e,x,,u,,,w,d,a,2.88,5.68,4.51
p,x,k,n,c,,y,d,u,13.26,8.1,29.66
e,x,t,g,,t,g,d,a,5.51,6.11,4.84
p,p,y,w,,,w,d,a,8.38,16.42,18.32
e,o,,n,,,n,l,s,5.58,5.39,18.07
e,x,y,y,b,,n,d,w,8.11,4.41,22.7
p,f,l,y,,,n,l,u,4.58,6.66,5.43
p,x,t,n,,,w,d,u,3.69,5.54,8.59
p,x,g,w,,,n,d,a,0.96,3.37,1.37
e,x,h,y,,,w,d,u,7.31,8.06,15.83
p,x,,w,,,p,l,u,3.37,8.07,4.0
p,s,k,w,,,w,d,w,18.44,6.23,27.66
e,s,s,n,,,w,d,u,15.88,7.06,22.06
p,s,k,n,,k,n,d,a,13.91,6.43,37.06
e,x,t,n,,,n,d,a,4.35,7.37,13.01
p,o,l,g,f,f,f,d,u,3.02,0.0,0.0
e,x,s,w,,,w,m,a,3.13,3.13,5.75
e,x,,r,,,w,d,a,3.96,5.94,7.83
e,x,s,n,s,,w,m,a,9.79,8.82,16.06
e,s,,n,b,,u,g,w,8.62,6.52,19.1
p,s,,y,,,w,d,a,7.68,4.22,11.95
p,f,,w,r,i,w,h,u,10.78,9.66,10.08
p,b,s,n,,s,w,d,u,6.28,9.32,12.88
p,x,,n,b,,n,l,a,6.21,5.46,11.33
e,f,y,n,,i,n,h,a,2.72,5.59,3.38
e,f,,w,,,w,d,u,3.81,5.93,3.49
p,x,s,r,r,i,n,d,a,5.57,5.09,12.27
e,f,g,n,,i,o,d,a,7.87,9.08,12.24
e,s,t,p,,,w,d,u,9.47,6.3,17.82
e,f,h,k,,s,g,d,a,5.84,4.45,8.22
e,s,,y,,,g,d,a,7.27,6.53,17.65
p,o,,w,,g,w,d,a,4.09,5.07,30.65
e,x,h,y,,,w,d,u,7.29,6.33,14.05
e,x,t,n,,,n,d,u,17.61,16.21,79.64
p,f,d,e,,,n,d,u,6.2,6.3,9.47
e,x,h,n,,s,n,d,u,3.85,3.92,4.98
p,f,s,y,,,y,d,a,1.32,3.44,5.48
e,x,t,y,,,y,d,a,9.27,7.95,15.22
p,s,w,u,,s,u,d,u,3.45,6.15,5.45
p,s,k,w,,,w,d,a,10.61,6.08,23.91
p,x,y,o,r,,o,d,u,11.1,10.01,23.42
p,f,d,k,,,n,d,a,22.92,6.12,42.79
p,b,k,n,,i,n,d,u,5.75,5.5,6.82
p,b,t,y,,,n,g,u,1.2,3.94,2.69
p,x,g,e,,,w,d,u,2.35,6.51,2.45
p,x,,w,,,y,d,a,5.67,3.25,11.31
e,b,h,k,,s,g,d,u,4.67,3.67,8.71
e,x,,n,b,,n,g,u,4.69,8.36,9.56
p,o,t,r,,,n,d,a,5.94,1.28,10.89
p,x,i,o,r,,y,d,a,11.0,10.79,20.97
p,x,h,e,b,,w,d,u,6.08,5.89,16.87
e,x,w,g,,,w,d,a,1.51,4.8,2.46
p,x,g,e,,,w,d,u,2.53,7.45,2.45
e,p,w,n,,,n,d,a,10.63,13.21,62.03
p,x,t,o,,y,n,d,a,3.84,5.11,7.45
e,f,t,n,,t,w,d,a,4.03,5.32,6.88
e,x,y,n,,,w,d,u,14.51,10.14,18.25
e,b,g,n,,s,g,d,a,4.98,6.63,3.94
e,f,w,n,,,w,d,a,1.49,4.76,2.7
e,f,s,n,b,i,w,m,u,6.04,5.21,9.53
p,x,g,o,,,y,d,a,0.6,3.27,0.7
e,o,y,y,,k,n,d,u,49.66,7.44,33.13
p,x,s,y,,i,n,d,a,9.84,7.38,16.08
p,x,s,w,,i,n,d,a,14.53,8.62,19.16
e,f,e,b,,,w,d,a,9.48,4.87,20.28
e,p,s,w,,,w,g,u,6.23,5.66,12.88
p,x,k,w,,,n,g,u,4.04,4.06,3.14
e,x,g,n,,t,y,g,u,1.62,6.76,2.56
p,b,t,n,,i,n,d,a,4.17,6.8,4.78
p,b,y,n,,s,w,d,a,4.81,8.33,11.01
p,x,s,e,,,o,m,u,6.09,8.73,9.18
e,f,s,n,,i,o,d,a,7.4,8.63,12.08
p,s,w,u,,s,u,d,u,3.87,6.4,6.14
p,f,g,o,,,n,d,a,12.05,4.42,32.16
e,x,t,o,,s,n,d,a,3.83,6.3,4.75
p,x,s,k,,,k,g,a,5.65,7.54,7.79
p,o,,w,,g,w,d,a,2.65,4.75,29.04
p,f,g,o,s,y,w,d,w,13.42,17.86,17.84
p,s,,u,,,y,d,u,3.8,4.2,7.1
e,p,s,n,s,,w,m,u,14.12,9.54,18.11
e,o,,n,,,n,d,u,9.28,4.98,23.7
p,f,h,o,s,y,w,d,w,16.37,18.21,18.8
e,f,t,n,,t,w,d,w,3.92,6.09,8.63
p,s,s,y,,,y,d,u,1.35,3.66,5.55
p,s,,u,,,w,d,a,2.62,3.68,5.97
p,x,e,e,,,e,d,a,6.16,8.01,9.31
p,b,t,w,,y,w,d,a,7.43,11.84,11.69
e,x,s,n,s,,w,m,u,14.49,9.0,16.03
e,s,,n,,s,w,d,u,5.74,6.12,7.89
p,x,h,n,,y,o,d,w,4.34,4.96,7.72
e,x,d,n,,,y,d,a,3.57,5.29,10.25
p,o,e,r,,,n,d,w,9.29,1.57,14.6
p,x,s,r,r,y,w,d,u,6.68,5.88,15.46
e,x,,n,b,,w,d,u,4.15,7.68,7.74
p,x,y,w,s,,w,g,a,7.94,8.39,14.4
p,x,h,o,,g,o,g,a,5.1,6.25,7.73
e,s,,g,b,,u,d,a,7.39,6.98,20.23
e,x,,w,b,,y,d,u,5.81,6.27,12.38
e,x,,n,b,,u,d,w,8.43,6.49,18.29
p,s,h,g,,t,n,d,u,7.46,4.29,11.49
e,x,e,n,s,,w,l,a,11.13,8.49,26.45
p,x,,e,,,y,d,a,4.96,4.09,11.97
p,s,,y,,,w,d,a,6.63,5.02,12.43
p,b,y,w,,,w,d,a,7.87,13.8,15.62
e,x,t,n,,s,n,g,u,9.81,6.66,13.09
e,f,y,w,s,,n,d,a,20.39,27.22,21.84
e,s,,g,b,,u,g,a,6.28,5.48,17.05
p,s,s,w,,,w,g,u,2.43,2.67,7.78
e,s,d,u,,,g,d,u,3.89,4.89,6.09
p,o,s,r,f,f,f,d,a,3.96,0.0,0.0
e,s,l,w,,,w,d,a,5.96,3.57,11.27
e,p,y,w,,s,w,g,w,10.11,17.86,12.58
p,x,s,y,,,y,d,s,3.13,8.7,8.08
e,b,h,k,,s,g,d,u,6.03,5.4,10.55
p,o,l,g,f,f,f,d,s,2.37,0.0,0.0
p,f,,w,r,i,w,h,u,10.4,9.95,12.72
e,f,y,w,,s,w,d,s,7.59,21.72,11.81
e,x,s,e,,i,n,d,w,5.79,8.53,12.58
e,f,d,b,,,w,d,w,6.7,6.28,12.76
e,x,,n,b,,w,d,u,4.96,8.1,9.91
p,o,,g,,g,n,d,a,3.1,2.81,14.01
p,x,h,l,,y,l,d,u,4.25,6.42,8.17
p,p,g,n,,y,w,d,u,8.18,8.19,14.26
p,f,,g,b,,n,l,w,4.9,4.72,9.05
e,x,,n,b,,w,d,u,10.78,12.27,17.57
p,x,g,p,,s,k,d,s,0.82,3.44,0.86
e,x,s,n,,,n,d,a,9.63,8.01,18.46
p,f,h,e,s,y,w,d,u,13.64,16.64,17.59
e,f,d,b,,,w,d,w,8.27,5.16,12.11
e,f,s,b,,s,n,l,a,5.93,7.17,10.31
p,s,h,r,,t,n,d,a,8.43,4.52,12.83
p,f,,r,,,w,d,a,7.0,6.23,10.66
p,x,,n,,,p,d,a,3.35,7.74,4.04
e,x,,y,,,w,d,a,3.61,2.9,8.3
e,x,t,n,,s,n,h,u,7.81,5.71,11.84
p,f,k,n,,k,n,d,u,20.89,7.55,42.62
p,s,t,r,,t,r,d,u,6.72,4.53,12.2
e,x,,r,,,l,l,u,3.56,5.07,6.34
e,x,h,n,,y,n,d,a,6.27,5.65,7.23
e,f,,y,,,g,d,w,7.09,5.43,14.26
e,x,y,n,,y,n,d,u,5.94,4.47,8.66
e,f,,p,,s,w,d,u,8.0,6.56,15.43
p,s,,y,,,w,d,a,8.16,5.75,13.32
p,x,y,w,s,,w,g,u,8.08,8.71,14.66
p,x,e,e,,,y,d,a,5.37,7.11,9.81
p,f,,e,,,w,d,u,4.22,5.3,6.23
e,x,,u,,,w,d,u,2.38,6.77,4.52
p,x,,g,b,,n,d,a,5.85,5.43,10.77
e,x,,w,b,,y,d,u,6.78,6.28,13.37
p,s,k,w,,,w,d,w,22.21,7.38,34.72
e,f,,y,,,w,d,u,5.3,7.0,4.26
p,s,s,y,,,y,d,u,1.17,2.88,4.68
e,x,,y,,,w,d,a,4.38,4.44,10.12
p,b,s,k,,,y,m,a,5.7,6.89,7.17
e,s,t,w,,,w,d,u,7.51,5.92,17.21
e,o,y,y,,k,n,d,u,41.91,4.37,31.12
e,f,h,g,,s,g,d,a,5.05,3.98,9.39
p,x,,n,s,,n,d,a,7.13,8.79,20.87
e,x,k,n,,,n,d,a,3.5,4.03,9.3
p,p,t,n,,t,y,m,u,2.32,8.09,2.63
e,b,g,w,,,w,d,u,1.02,2.76,1.48
p,x,t,e,b,,w,d,u,7.03,4.79,17.11
e,f,y,w,s,,n,m,u,19.15,30.07,22.82
p,x,t,n,,y,n,d,a,6.72,4.99,7.15
e,x,y,n,,,w,g,u,15.22,9.59,16.74
p,x,s,n,,y,n,d,a,7.27,6.45,8.06
e,p,d,o,s,y,w,d,u,15.97,14.24,32.9
e,o,y,y,,k,k,d,u,47.67,5.66,31.99
p,x,t,e,b,,w,d,u,7.94,5.98,17.96
e,f,s,n,b,i,n,d,u,6.38,6.24,9.29
e,s,l,n,,,n,l,u,4.21,6.8,47.05
p,x,,n,s,,u,d,a,9.46,9.39,18.95
p,x,i,y,,i,n,g,u,7.43,7.33,6.8
p,f,h,n,r,g,n,d,a,6.79,11.52,6.67
e,x,g,e,,,n,h,a,1.1,5.28,0.97
p,x,s,g,r,i,n,d,a,5.63,5.37,14.11
p,f,,g,,,w,d,u,13.39,11.05,13.48
p,s,k,n,,k,n,d,u,4.57,3.06,5.19
p,x,i,y,,i,n,d,a,6.63,7.86,8.65
e,f,,n,b,,u,g,a,9.02,6.94,18.9
e,x,s,n,,,e,d,u,4.94,6.99,11.92
p,x,g,p,,s,k,d,u,0.85,3.9,0.97
p,s,,n,,,e,d,a,6.21,6.78,6.84
p,f,k,w,,,w,d,a,17.02,6.49,28.91
p,x,s,g,r,i,w,d,u,4.01,3.56,14.38
e,o,y,y,,k,n,d,s,52.61,7.48,44.34
p,x,g,y,,,y,d,u,0.8,3.5,0.68
e,x,d,y,,,y,d,u,5.69,6.08,16.07
e,x,,n,,,w,d,u,4.47,5.64,3.68
p,x,e,e,,,e,d,a,5.86,7.0,9.35
e,x,,l,,,l,d,a,4.83,5.14,7.62
p,x,s,n,r,y,w,d,u,5.84,5.31,13.99
p,x,g,y,,s,n,h,a,1.52,2.0,2.61
e,x,,w,,,r,l,a,4.33,6.27,7.34
p,x,s,y,,,y,d,s,3.2,8.08,6.62
p,b,g,n,,,n,m,s,2.25,6.53,3.27
p,b,s,o,,,o,m,a,5.9,8.31,8.28
e,x,,p,,s,w,d,u,6.62,8.65,21.22
p,x,i,n,,i,n,g,u,6.01,7.16,7.9
e,p,,n,,,n,d,s,4.27,5.17,17.86
p,f,h,e,s,y,w,d,w,15.35,17.27,17.54
e,p,y,n,s,,n,d,u,21.22,30.95,21.79
e,c,h,n,,s,n,d,u,6.31,13.26,12.69
p,x,d,n,,,e,d,a,6.18,6.14,8.12
p,c,i,y,,,w,d,u,4.91,6.69,7.57
e,x,w,g,,,w,g,s,1.24,5.08,2.44
p,x,,n,s,,g,d,a,9.92,8.97,18.06
e,x,s,e,,i,n,d,u,5.84,8.61,13.26
p,x,d,w,,h,w,g,a,2.61,2.94,2.28
e,s,d,g,,,n,d,a,3.62,4.25,5.39
e,x,d,e,s,y,w,d,u,18.78,15.98,37.16
p,x,d,y,r,,o,d,w,10.3,12.84,22.82
e,x,t,y,,,y,d,u,10.8,7.64,15.76
e,f,s,n,b,i,n,d,u,7.1,6.49,10.59
p,x,k,n,,,n,d,a,1.32,3.98,1.5
p,x,g,y,,,w,d,u,0.92,3.69,0.85
e,f,,u,,,u,d,a,9.11,6.71,19.36
